headers,moves,lichess_id,white_elo,black_elo,ECO,opening_name,event,player_color,score
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/vHogukNV', 'Date': '2022.04.07', 'Round': '?', 'White': 'Anzor70', 'Black': 'Apendra', 'Result': '1/2-1/2'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '14:55:37', 'WhiteElo': '1499', 'BlackElo': '1505', 'WhiteRatingDiff': '+0', 'BlackRatingDiff': '+0', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C44', 'Opening': 'Ponziani Opening: Jaenisch Counterattack', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'c2c3', 'g8f6', 'h2h3', 'a7a6', 'd2d4', 'f8e7', 'd4e5', 'f6e4', 'f1d3', 'e4c5', 'd3c4', 'e8g8', 'c1e3', 'c5e6', 'e1g1', 'd7d6', 'e3f4', 'e6f4', 'e5d6', 'e7d6', 'f3d4', 'c6d4', 'd1d4', 'f4e6', 'c4e6', 'c8e6']",https://lichess.org/vHogukNV,1499.0,1505.0,C44,Ponziani Opening: Jaenisch Counterattack,Rated Bullet game,Black,0.5
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/JTGPmlQX', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Anzor70', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '14:53:33', 'WhiteElo': '1511', 'BlackElo': '1493', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C00', 'Opening': ""French Defense: Queen's Knight"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e6', 'b1c3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'c7c5', 'd4c5', 'f8c5', 'g1f3', 'd8b6', 'd1e2', 'c8e6', 'c3a4', 'b6a5', 'a4c3', 'd5d4', 'c1d2', 'd4c3', 'd2c3', 'c5b4', 'c3b4', 'a5b4', 'c2c3', 'b4b6', 'f3d4', 'g8f6', 'g2g3', 'e8g8']",https://lichess.org/JTGPmlQX,1511.0,1493.0,C00,French Defense: Queen's Knight,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/VJcwofM6', 'Date': '2022.04.07', 'Round': '?', 'White': 'Anzor70', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '14:51:29', 'WhiteElo': '1499', 'BlackElo': '1505', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C44', 'Opening': 'Ponziani Opening', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'c2c3', 'f8c5', 'd2d4', 'e5d4', 'c3d4', 'c5b4', 'b1c3', 'd7d6', 'a2a3', 'b4c3', 'b2c3', 'g8f6', 'f1b5', 'c8d7', 'b5d3', 'e8g8', 'e1g1', 'f8e8', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'd3c2', 'd7g4', 'd1d3', 'g4f3']",https://lichess.org/VJcwofM6,1499.0,1505.0,C44,Ponziani Opening,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/1kBhZsi6', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Anzor70', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '14:49:17', 'WhiteElo': '1511', 'BlackElo': '1493', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C00', 'Opening': ""French Defense: Queen's Knight"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e6', 'b1c3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'b8c6', 'g1f3', 'g8f6', 'f1b5', 'c8d7', 'e1g1', 'a7a6', 'b5a4', 'f8e7', 'a4b3', 'e8g8', 'c3d5', 'f6d5', 'b3d5', 'd7g4', 'd5c6', 'b7c6', 'c2c3', 'c6c5', 'd4d5', 'g4f3', 'd1f3', 'a8b8']",https://lichess.org/1kBhZsi6,1511.0,1493.0,C00,French Defense: Queen's Knight,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Y1ShSYxu', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Tenkemann13', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:51:39', 'WhiteElo': '1505', 'BlackElo': '1530', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B22', 'Opening': 'Sicilian Defense: Alapin Variation', 'Termination': 'Normal'}}","['e2e4', 'c7c5', 'c2c3', 'b8c6', 'd2d4', 'c5d4', 'c3d4', 'e7e6', 'g1f3', 'd7d5', 'e4e5', 'f7f6', 'e5f6', 'g8f6', 'f1b5', 'f8b4', 'c1d2', 'a7a6', 'b5c6', 'b7c6', 'd2b4', 'd8b6', 'b4a3', 'c8d7', 'e1g1', 'a6a5', 'b1c3', 'f6e4', 'c3e4', 'd5e4']",https://lichess.org/Y1ShSYxu,1505.0,1530.0,B22,Sicilian Defense: Alapin Variation,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Fl4ctBzp', 'Date': '2022.04.07', 'Round': '?', 'White': 'mastergrimmjow', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:51:22', 'WhiteElo': '1498', 'BlackElo': '1499', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A80', 'Opening': 'Dutch Defense', 'Termination': 'Normal'}}","['d2d4', 'f7f5', 'g1f3', 'g8f6', 'c1f4', 'g7g6', 'e2e3', 'f8g7', 'f1d3', 'd7d6', 'e1g1', 'e7e5', 'h2h3', 'e5f4', 'e3f4']",https://lichess.org/Fl4ctBzp,1498.0,1499.0,A80,Dutch Defense,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/XM3F2Nh9', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Cee-loooow', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:49:17', 'WhiteElo': '1492', 'BlackElo': '1586', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B00', 'Opening': 'Pirc Defense', 'Termination': 'Time forfeit'}}","['e2e4', 'd7d6', 'b1c3', 'e7e5', 'd2d4', 'e5d4', 'd1d4', 'b8c6', 'd4d1', 'g7g6', 'g1f3', 'f8g7', 'f1b5', 'g8e7', 'e1g1', 'e8g8', 'c1d2', 'a7a6', 'b5a4', 'b7b5', 'a4b3', 'c8b7', 'a2a3', 'c6e5', 'f3e5', 'd6e5', 'd2e3', 'h7h6', 'd1d2', 'g8h7']",https://lichess.org/XM3F2Nh9,1492.0,1586.0,B00,Pirc Defense,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/lTzAOXCx', 'Date': '2022.04.07', 'Round': '?', 'White': 'M13champ', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:47:37', 'WhiteElo': '1563', 'BlackElo': '1485', 'WhiteRatingDiff': '-7', 'BlackRatingDiff': '+7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C34', 'Opening': ""King's Gambit Accepted: MacLeod Defense"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'b8c6', 'f1c4', 'd7d6', 'e1g1', 'g8f6', 'f3g5', 'c8e6', 'c4e6', 'f7e6', 'g5e6', 'd8e7', 'e6f4', 'e7d7', 'd2d3', 'f8e7', 'b1c3', 'e8c8', 'c3b5', 'c8b8', 'c1e3', 'a7a6', 'b5c7', 'd7c7']",https://lichess.org/lTzAOXCx,1563.0,1485.0,C34,King's Gambit Accepted: MacLeod Defense,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/pyXrVA8K', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'bagggin', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:07:29', 'WhiteElo': '1480', 'BlackElo': '1444', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'b8c6', 'd2d4', 'e7e6', 'f1b5', 'c8d7', 'e1g1', 'a7a6', 'b5a4', 'b7b5', 'a4b3', 'c6a5', 'c1d2', 'a5b3', 'a2b3', 'g8f6', 'f1e1', 'f8e7', 'c3e4', 'e8g8', 'c2c3', 'f6e4', 'e1e4', 'f7f5']",https://lichess.org/pyXrVA8K,1480.0,1444.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/k420HicI', 'Date': '2022.04.07', 'Round': '?', 'White': 'BlueAgave', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:05:29', 'WhiteElo': '1585', 'BlackElo': '1484', 'WhiteRatingDiff': '+4', 'BlackRatingDiff': '-4', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C20', 'Opening': ""King's Pawn Game: Leonardis Variation"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'd2d3', 'b8c6', 'b1c3', 'f8c5', 'c1e3', 'c5b6', 'g1f3', 'g8f6', 'f1e2', 'b6e3', 'f2e3', 'd7d6', 'a2a3', 'c8g4', 'e1g1', 'e8g8', 'f1f2', 'g4f3', 'e2f3', 'h7h6', 'd1d2', 'c6e7', 'a1f1', 'e7g6', 'f3h5', 'g6e7', 'h5d1', 'e7g6']",https://lichess.org/k420HicI,1585.0,1484.0,C20,King's Pawn Game: Leonardis Variation,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/HQ7sCTE7', 'Date': '2022.04.07', 'Round': '?', 'White': 'hernanbouquet', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:03:15', 'WhiteElo': '1415', 'BlackElo': '1479', 'WhiteRatingDiff': '-4', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'D02', 'Opening': ""Queen's Pawn Game: Zukertort Variation"", 'Termination': 'Time forfeit'}}","['d2d4', 'd7d5', 'g1f3', 'f7f5', 'e2e3', 'g8f6', 'f1d3', 'g7g6', 'e1g1', 'f8g7', 'c2c4', 'c7c6', 'b1c3', 'e8g8', 'c4d5', 'c6d5', 'd1e2', 'b8c6', 'f1e1', 'b7b6', 'f3e5', 'c6e5', 'd4e5', 'f6e4', 'c3e4', 'd5e4', 'd3c4', 'g8h8', 'e1d1', 'd8c7']",https://lichess.org/HQ7sCTE7,1415.0,1479.0,D02,Queen's Pawn Game: Zukertort Variation,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/ky7ZwUMt', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Ukr123abt', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '13:01:04', 'WhiteElo': '1484', 'BlackElo': '1544', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'e7e6', 'd2d4', 'g7g6', 'f1c4', 'f8g7', 'e1g1', 'g8e7', 'c1g5', 'b8c6', 'c4b3', 'e8g8', 'd1d2', 'f8e8', 'g5h6', 'c8d7', 'h6g7', 'g8g7', 'f3e5', 'c6e5', 'd4e5', 'd7c6', 'd2e3', 'a7a6']",https://lichess.org/ky7ZwUMt,1484.0,1544.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/fBeX3BMt', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'tarma', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '12:12:02', 'WhiteElo': '1489', 'BlackElo': '1520', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C29', 'Opening': 'Vienna Game: Vienna Gambit', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f2f4', 'f8b4', 'f4e5', 'b4c3', 'e5f6', 'c3f6', 'g1f3', 'e8g8', 'd2d4', 'd7d6', 'f1c4', 'b8d7', 'e1g1', 'c7c5', 'd4d5', 'a7a6', 'a2a3', 'd7e5', 'f3e5', 'f6e5', 'c2c3', 'b7b5', 'c4b3', 'c5c4', 'b3c2', 'd8b6']",https://lichess.org/fBeX3BMt,1489.0,1520.0,C29,Vienna Game: Vienna Gambit,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Blitz game', 'Site': 'https://lichess.org/71wkiLPo', 'Date': '2022.04.07', 'Round': '?', 'White': 'Klekipetra', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '10:36:58', 'WhiteElo': '1775', 'BlackElo': '1767', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '180+2', 'ECO': 'C54', 'Opening': 'Italian Game: Classical Variation, Center Attack', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d4', 'e5d4', 'e4e5', 'f6g4', 'c4f7', 'e8f7', 'f3g5', 'f7g8', 'd1g4', 'd4c3', 'b1c3', 'd7d5', 'g4f3', 'd8e7', 'e1g1', 'h7h6', 'c3d5', 'e7e5', 'f3f7']",https://lichess.org/71wkiLPo,1775.0,1767.0,C54,"Italian Game: Classical Variation, Center Attack",Rated Blitz game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/zDvY0GUx', 'Date': '2022.04.07', 'Round': '?', 'White': 'tenfu', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '10:34:31', 'WhiteElo': '1491', 'BlackElo': '1484', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A06', 'Opening': 'Zukertort Opening', 'Termination': 'Time forfeit'}}","['g1f3', 'd7d5', 'e2e3', 'g8f6', 'g2g3', 'e7e5', 'f1g2', 'b8c6', 'd2d4', 'e5e4', 'f3d2', 'c8g4', 'f2f3', 'g4d7', 'b1c3', 'f8b4', 'd1e2', 'e4f3', 'd2f3', 'b4c3', 'b2c3', 'd8e7', 'c1b2', 'e8c8', 'e1g1', 'g7g5', 'f3g5', 'h7h6', 'g5f3', 'h6h5']",https://lichess.org/zDvY0GUx,1491.0,1484.0,A06,Zukertort Opening,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Blitz game', 'Site': 'https://lichess.org/IYvp0naX', 'Date': '2022.04.07', 'Round': '?', 'White': 'bundinvitaly', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '09:33:59', 'WhiteElo': '1776', 'BlackElo': '1773', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '180+2', 'ECO': 'C50', 'Opening': 'Italian Game: Giuoco Pianissimo, Normal', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'f1c4', 'b8c6', 'g1f3', 'g8f6', 'd2d3', 'f8c5', 'c1g5', 'e8g8', 'b1c3', 'h7h6', 'g5h4', 'd7d6', 'd1d2', 'c8e6', 'c3d5', 'g7g5', 'h4g5', 'h6g5', 'd2g5', 'g8h7', 'd5f6']",https://lichess.org/IYvp0naX,1776.0,1773.0,C50,"Italian Game: Giuoco Pianissimo, Normal",Rated Blitz game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/heUpGamn', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'peer37', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '08:40:47', 'WhiteElo': '1488', 'BlackElo': '1566', 'WhiteRatingDiff': '-4', 'BlackRatingDiff': '+4', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C29', 'Opening': 'Vienna Game: Vienna Gambit, Main Line', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f2f4', 'd7d5', 'f4e5', 'f6e4', 'c3e4', 'd5e4', 'd2d3', 'e4d3', 'd1d3', 'd8d3', 'c2d3', 'b8c6', 'g1f3', 'c8g4', 'c1f4', 'g4f3', 'g2f3', 'c6d4', 'e1c1', 'e8c8', 'f1h3', 'c8b8', 'h1f1', 'd4e2', 'c1b1', 'e2f4']",https://lichess.org/heUpGamn,1488.0,1566.0,C29,"Vienna Game: Vienna Gambit, Main Line",Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/ylOSEGJn', 'Date': '2022.04.07', 'Round': '?', 'White': 'abdullam4hdi', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '08:39:05', 'WhiteElo': '1532', 'BlackElo': '1481', 'WhiteRatingDiff': '-7', 'BlackRatingDiff': '+7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A80', 'Opening': 'Dutch Defense', 'Termination': 'Normal'}}","['d2d4', 'f7f5', 'f2f4', 'g8f6', 'g1f3', 'g7g6', 'e2e3', 'd7d6', 'c1d2', 'b8c6', 'f1d3', 'f8g7', 'd1e2', 'e8g8', 'h2h4', 'e7e5', 'f4e5', 'd6e5', 'd4e5', 'f6d7', 'd2c3', 'd7e5', 'f3e5', 'c6e5', 'b1d2', 'e5d3', 'e2d3', 'g7c3', 'd3c3', 'f8e8']",https://lichess.org/ylOSEGJn,1532.0,1481.0,A80,Dutch Defense,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/C7QiFlJV', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Rahulmehto', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '08:38:03', 'WhiteElo': '1476', 'BlackElo': '1486', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C28', 'Opening': 'Vienna Game: Stanley Variation, Three Knights Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f1c4', 'g8f6', 'f2f4', 'e5f4', 'g1f3', 'f8d6', 'd2d4', 'd6e7', 'e4e5', 'f6g8', 'c1f4', 'g8h6', 'f4h6', 'g7h6', 'd1d2', 'h6h5', 'd2h6', 'd7d6', 'h6h5', 'c8e6', 'c4e6', 'c6d4', 'h5f7']",https://lichess.org/C7QiFlJV,1476.0,1486.0,C28,"Vienna Game: Stanley Variation, Three Knights Variation",Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/oksXC63n', 'Date': '2022.04.07', 'Round': '?', 'White': 'Apendra', 'Black': 'CrazyPhoton', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.07', 'UTCTime': '08:35:40', 'WhiteElo': '1481', 'BlackElo': '1513', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'g8f6', 'd2d4', 'e7e6', 'f1c4', 'f8b4', 'c1d2', 'e8g8', 'a2a3', 'b4a5', 'b2b4', 'a5b6', 'e1g1', 'c7c6', 'c3a4', 'b6c7', 'c4b3', 'b7b5', 'a4c3', 'f8e8', 'c3e2', 'e6e5', 'd4e5', 'c7e5']",https://lichess.org/oksXC63n,1481.0,1513.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/MHAYOYmM', 'Date': '2022.04.05', 'Round': '?', 'White': 'Apendra', 'Black': 'dhanajikakade', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.05', 'UTCTime': '15:19:35', 'WhiteElo': '1487', 'BlackElo': '1483', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B08', 'Opening': 'Pirc Defense: Classical Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'd7d6', 'b1c3', 'g8f6', 'd2d4', 'g7g6', 'g1f3', 'f8g7', 'f1d3', 'e8g8', 'e1g1', 'b8c6', 'd4d5', 'c6b8', 'c1g5', 'h7h6', 'g5e3', 'g6g5', 'd1d2', 'e7e5', 'h2h4', 'g5g4', 'f3h2', 'h6h5', 'e3h6', 'f6h7', 'h6g7', 'g8g7', 'g2g3', 'f7f5']",https://lichess.org/MHAYOYmM,1487.0,1483.0,B08,Pirc Defense: Classical Variation,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/WsyUP0Jm', 'Date': '2022.04.05', 'Round': '?', 'White': 'vaibhav_sharma_shiv', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.05', 'UTCTime': '15:17:05', 'WhiteElo': '1387', 'BlackElo': '1494', 'WhiteRatingDiff': '+8', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C68', 'Opening': 'Ruy Lopez: Exchange Variation, Keres Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'b1c3', 'f8d6', 'e1g1', 'g8f6', 'f1e1', 'e8g8', 'd2d4', 'h7h6', 'd4e5', 'd6e5', 'f3e5', 'c8e6', 'd1d8', 'a8d8', 'c1f4', 'f6h5', 'g2g3', 'h5f4', 'g3f4', 'e6h3', 'f2f3', 'd8d2']",https://lichess.org/WsyUP0Jm,1387.0,1494.0,C68,"Ruy Lopez: Exchange Variation, Keres Variation",Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/fW0TU9dS', 'Date': '2022.04.05', 'Round': '?', 'White': 'Apendra', 'Black': 'LordInquisitor_13', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.05', 'UTCTime': '15:14:18', 'WhiteElo': '1488', 'BlackElo': '1493', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C25', 'Opening': 'Vienna Game: Max Lange Defense', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f1c4', 'd7d6', 'f2f4', 'f8e7', 'f4e5', 'd6e5', 'g1f3', 'f7f6', 'd2d3', 'c8d7', 'e1g1', 'e7b4', 'c1d2', 'b4c3', 'd2c3', 'd8e7', 'a2a3', 'e8c8', 'b2b4', 'c8b8', 'b4b5', 'c6d4', 'f3d4', 'e5d4', 'c3d4', 'e7d6']",https://lichess.org/fW0TU9dS,1488.0,1493.0,C25,Vienna Game: Max Lange Defense,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Q0qhQHnL', 'Date': '2022.04.05', 'Round': '?', 'White': 'elhoups', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2022.04.05', 'UTCTime': '15:10:48', 'WhiteElo': '1465', 'BlackElo': '1483', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A80', 'Opening': 'Dutch Defense: Raphael Variation', 'Termination': 'Time forfeit'}}","['d2d4', 'f7f5', 'b1c3', 'g8f6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e2e4', 'd7d6', 'e4e5', 'd6e5', 'd4e5', 'd8d1', 'c3d1', 'f6g4', 'f2f4', 'b8c6', 'g1f3', 'e8g8', 'e1g1', 'b7b6', 'd1c3', 'c8a6', 'f1e1', 'a8d8', 'b2b4', 'c6b4', 'c1a3', 'b4c2']",https://lichess.org/Q0qhQHnL,1465.0,1483.0,A80,Dutch Defense: Raphael Variation,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/cZGdlMPS', 'Date': '2022.04.05', 'Round': '?', 'White': 'Apendra', 'Black': 'Amora199', 'Result': '1-0'}, '_others': {'UTCDate': '2022.04.05', 'UTCTime': '15:09:35', 'WhiteElo': '1477', 'BlackElo': '1462', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B18', 'Opening': 'Caro-Kann Defense: Classical Variation', 'Termination': 'Normal'}}","['e2e4', 'c7c6', 'b1c3', 'd7d5', 'd2d4', 'd5e4', 'c3e4', 'c8f5', 'e4g3', 'f5g6', 'g1f3', 'h7h6', 'f1d3', 'g6d3', 'd1d3', 'g8f6', 'e1g1', 'e7e6', 'c2c3', 'f8d6', 'c1e3', 'b8a6', 'f1e1', 'd8c7', 'h2h3', 'e8c8', 'b2b4', 'g7g5', 'b4b5', 'c6b5']",https://lichess.org/cZGdlMPS,1477.0,1462.0,B18,Caro-Kann Defense: Classical Variation,Rated Bullet game,White,1.0
