headers,moves,lichess_id,white_elo,black_elo,ECO,opening_name,event,player_color,score
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/R5xvWQmB', 'Date': '2024.03.14', 'Round': '?', 'White': 'Amir_122012', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.14', 'UTCTime': '10:05:06', 'WhiteElo': '1393', 'BlackElo': '1490', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C68', 'Opening': 'Ruy Lopez: Exchange Variation, Keres Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'b1c3', 'f8d6', 'd2d3', 'g8f6', 'f3g5', 'h7h6', 'g5f3', 'c8g4', 'h2h3', 'g4h5', 'c1d2', 'd8d7', 'g2g4', 'h5g6', 'g4g5', 'h6g5', 'f3g5', 'e8c8', 'g5f3', 'h8h3', 'h1h3', 'd7h3']",https://lichess.org/R5xvWQmB,1393.0,1490.0,C68,"Ruy Lopez: Exchange Variation, Keres Variation",Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/W4qIfyPj', 'Date': '2024.03.13', 'Round': '?', 'White': 'Mas_brow', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '14:42:52', 'WhiteElo': '1468', 'BlackElo': '1485', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A20', 'Opening': ""English Opening: King's English Variation"", 'Termination': 'Time forfeit'}}","['c2c4', 'e7e5', 'c4c5', 'f8c5', 'g2g3', 'g8f6', 'f1g2', 'd7d5', 'b2b3', 'e8g8', 'a2a4', 'c8e6', 'a1a2', 'b8c6', 'b1c3', 'c6b4', 'a2b2', 'b4c6', 'g1f3', 'c5b4', 'c3b5', 'a7a6', 'b5c3', 'e5e4', 'f3d4', 'c6d4', 'e2e3', 'd4c6', 'h2h4', 'h7h6']",https://lichess.org/W4qIfyPj,1468.0,1485.0,A20,English Opening: King's English Variation,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/uAyyykrW', 'Date': '2024.03.13', 'Round': '?', 'White': 'Apendra', 'Black': 'Denshark', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '13:52:31', 'WhiteElo': '1490', 'BlackElo': '1499', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Normal'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'g7g6', 'd2d4', 'f8g7', 'c1e3', 'g8f6', 'f1c4', 'e8g8', 'e1g1', 'b8d7', 'e3g5', 'c7c6', 'c4b3', 'b7b5', 'a2a3', 'a7a5', 'b3a2', 'c8b7', 'c3e2', 'c6c5', 'e2g3', 'c5d4', 'f3d4', 'd8c8']",https://lichess.org/uAyyykrW,1490.0,1499.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/vBCaaIq2', 'Date': '2024.03.13', 'Round': '?', 'White': 'Naivespin', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '13:51:30', 'WhiteElo': '1549', 'BlackElo': '1484', 'WhiteRatingDiff': '-7', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C52', 'Opening': 'Italian Game: Evans Gambit, Pierce Defense', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'e5d4', 'd1b3', 'd8e7', 'c1g5', 'g8f6', 'g5f6', 'e7f6', 'e1g1', 'e8g8', 'f1e1', 'c6e5', 'f3e5', 'f6e5', 'c3d4', 'e5d4', 'b1a3', 'a5e1', 'a1e1']",https://lichess.org/vBCaaIq2,1549.0,1484.0,C52,"Italian Game: Evans Gambit, Pierce Defense",Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/AAfUu8jz', 'Date': '2024.03.13', 'Round': '?', 'White': 'Apendra', 'Black': 'maisa011', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '13:30:07', 'WhiteElo': '1477', 'BlackElo': '1514', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B40', 'Opening': 'Sicilian Defense: Delayed Alapin Variation, with e6', 'Termination': 'Time forfeit'}}","['e2e4', 'c7c5', 'g1f3', 'e7e6', 'c2c3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'g8f6', 'f1e2', 'f8e7', 'e1g1', 'e8g8', 'c1g5', 'b8c6', 'g5f6', 'e7f6', 'd4c5', 'f8e8', 'b2b4', 'c8g4', 'h2h3']",https://lichess.org/AAfUu8jz,1477.0,1514.0,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/BZZXNaeH', 'Date': '2024.03.13', 'Round': '?', 'White': 'Apendra', 'Black': 'kuncas', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '12:16:15', 'WhiteElo': '1470', 'BlackElo': '1547', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B06', 'Opening': 'Modern Defense', 'Termination': 'Time forfeit'}}","['e2e4', 'g7g6', 'b1c3', 'g8h6', 'd2d4', 'f8g7', 'g1f3', 'f7f6', 'f1e2', 'h6f7', 'e1g1', 'd7d6', 'e2c4', 'e8g8', 'f1e1', 'e7e6', 'c1f4', 'd8e7', 'e4e5', 'a7a6', 'e5f6', 'e7f6', 'f4g5', 'f7g5', 'f3g5', 'f6f2', 'g1h1', 'd6d5', 'e1f1', 'f2f1']",https://lichess.org/BZZXNaeH,1470.0,1547.0,B06,Modern Defense,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/zGzfZ9ew', 'Date': '2024.03.13', 'Round': '?', 'White': 'StarAliStar', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '12:14:07', 'WhiteElo': '1474', 'BlackElo': '1464', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A80', 'Opening': 'Dutch Defense', 'Termination': 'Normal'}}","['d2d4', 'f7f5', 'c1f4', 'g8f6', 'g1f3', 'e7e6', 'e2e3', 'b7b6', 'f1d3', 'c8b7', 'c2c3', 'b8c6', 'b1d2', 'f8e7', 'd1e2', 'e8g8', 'e1c1', 'a7a5', 'f3e5', 'c6e5', 'f4e5', 'h7h6', 'h2h3', 'a5a4', 'g2g4', 'f5g4', 'h3g4', 'a4a3', 'b2b3', 'b7h1']",https://lichess.org/zGzfZ9ew,1474.0,1464.0,A80,Dutch Defense,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/KTw23QRf', 'Date': '2024.03.13', 'Round': '?', 'White': 'Apendra', 'Black': 'YUSUF_400', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '11:57:13', 'WhiteElo': '1471', 'BlackElo': '1380', 'WhiteRatingDiff': '-7', 'BlackRatingDiff': '+7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C29', 'Opening': 'Vienna Game: Vienna Gambit', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f2f4', 'b8c6', 'f4e5', 'f6g8', 'g1f3', 'd7d6', 'e5d6', 'd8d6', 'd2d4', 'g8f6', 'e4e5', 'c6e5', 'd4e5', 'd6d1', 'c3d1', 'f6e4', 'f1d3', 'e4c5', 'e1g1', 'c8g4', 'c1e3', 'c5d3', 'c2d3', 'e8c8', 'd3d4', 'c7c5']",https://lichess.org/KTw23QRf,1471.0,1380.0,C29,Vienna Game: Vienna Gambit,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/tJqJQE9l', 'Date': '2024.03.13', 'Round': '?', 'White': 'Apendra', 'Black': 'SemYilmaz', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.13', 'UTCTime': '10:16:08', 'WhiteElo': '1477', 'BlackElo': '1462', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Normal'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'g7g6', 'f1c4', 'f8g7', 'd2d4', 'g8f6', 'c1e3', 'b8c6', 'e1g1', 'e8g8', 'a2a3', 'c8f5', 'f1e1', 'f6e4', 'c3e4', 'f5e4', 'f3d2', 'e4f5', 'd2f3', 'f5e4', 'c2c3', 'e7e5', 'f3e5', 'c6e5']",https://lichess.org/tJqJQE9l,1477.0,1462.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/KEkOpdsl', 'Date': '2024.03.11', 'Round': '?', 'White': 'skillminer', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.11', 'UTCTime': '13:09:35', 'WhiteElo': '1492', 'BlackElo': '1483', 'WhiteRatingDiff': '+19', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C54', 'Opening': ""Italian Game: Giuoco Piano, Greco's Attack"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d4', 'e5d4', 'c3d4', 'c5b4', 'b1c3', 'e8g8', 'd4d5', 'c6e7', 'a2a3', 'b4c3', 'b2c3', 'd7d6', 'c1g5', 'e7g6', 'g5f6', 'd8f6', 'e1g1', 'f6c3', 'c4b3', 'c8g4', 'f1e1', 'g4f3']",https://lichess.org/KEkOpdsl,1492.0,1483.0,C54,"Italian Game: Giuoco Piano, Greco's Attack",Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/nItMHMv2', 'Date': '2024.03.11', 'Round': '?', 'White': 'Big_Don_Bepis', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.11', 'UTCTime': '13:07:24', 'WhiteElo': '1493', 'BlackElo': '1489', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A80', 'Opening': 'Dutch Defense', 'Termination': 'Time forfeit'}}","['d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'f8e7', 'f1d3', 'e8g8', 'e1g1', 'b7b6', 'c2c3', 'c8b7', 'b1d2', 'b8c6', 'd1c2', 'h7h6', 'f1e1', 'd7d6', 'h2h3', 'f6d5', 'f4h2', 'e7f6', 'b2b4', 'f8e8', 'a2a4', 'e6e5', 'd4e5', 'd6e5']",https://lichess.org/nItMHMv2,1493.0,1489.0,A80,Dutch Defense,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/pI4tWzlI', 'Date': '2024.03.11', 'Round': '?', 'White': 'Apendra', 'Black': 'arseny_volodko', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.11', 'UTCTime': '13:06:14', 'WhiteElo': '1482', 'BlackElo': '1516', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B23', 'Opening': 'Sicilian Defense: Closed', 'Termination': 'Normal'}}","['e2e4', 'e7e6', 'b1c3', 'c7c5', 'd2d4', 'b8c6', 'd4c5', 'f8c5', 'g1f3', 'g8f6', 'f1d3', 'e8g8', 'e1g1', 'c6d4', 'c1g5', 'd4f3', 'd1f3', 'c5e7', 'g5f6', 'e7f6', 'e4e5', 'f6e7', 'f3e4', 'g7g6', 'e4f3', 'f7f6', 'f3g3', 'f6e5', 'g3e5', 'e7f6']",https://lichess.org/pI4tWzlI,1482.0,1516.0,B23,Sicilian Defense: Closed,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/t6kU1MF8', 'Date': '2024.03.11', 'Round': '?', 'White': 'Stefanich', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.11', 'UTCTime': '13:01:15', 'WhiteElo': '1469', 'BlackElo': '1488', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C23', 'Opening': ""Bishop's Opening"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'f1c4', 'b8c6', 'd2d3', 'f8c5', 'c2c3', 'g8f6', 'b2b4', 'c5b6', 'd1b3', 'a7a6', 'g1f3', 'e8g8', 'f3g5', 'd8e7', 'h2h4', 'h7h6', 'f2f4', 'h6g5', 'h4g5', 'f6h7', 'g2g3', 'e5f4', 'g3f4', 'g7g6', 'b3d1', 'd7d5', 'c4d5', 'c8e6']",https://lichess.org/t6kU1MF8,1469.0,1488.0,C23,Bishop's Opening,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/CiVvZQbP', 'Date': '2024.03.11', 'Round': '?', 'White': 'Apendra', 'Black': 'SpamAcid', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.11', 'UTCTime': '12:48:49', 'WhiteElo': '1482', 'BlackElo': '1466', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B06', 'Opening': 'Modern Defense', 'Termination': 'Time forfeit'}}","['e2e4', 'g7g6', 'b1c3', 'f8g7', 'f1c4', 'c7c6', 'g1f3', 'd7d6', 'd2d4', 'c8g4', 'h2h3', 'g4f3', 'd1f3', 'b8d7', 'e1g1', 'g8f6', 'c1g5', 'e8g8', 'f1e1', 'h7h6', 'g5h4', 'g6g5', 'h4g3', 'f8e8', 'a1d1', 'b7b5', 'c4b3', 'a7a5', 'a2a3', 'a5a4']",https://lichess.org/CiVvZQbP,1482.0,1466.0,B06,Modern Defense,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/BcoQdj3B', 'Date': '2024.03.08', 'Round': '?', 'White': 'ObsceneTangerine', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.08', 'UTCTime': '13:31:06', 'WhiteElo': '1397', 'BlackElo': '1478', 'WhiteRatingDiff': '-4', 'BlackRatingDiff': '+4', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A85', 'Opening': ""Dutch Defense: Queen's Knight Variation"", 'Termination': 'Time forfeit'}}","['d2d4', 'f7f5', 'c2c4', 'g8f6', 'b1c3', 'e7e6', 'e2e3', 'f8b4', 'g1f3', 'b4c3', 'b2c3', 'e8g8', 'h2h3', 'b7b6', 'e1d2', 'c8b7', 'd2d3', 'b8c6', 'a2a4', 'h7h6', 'c1a3', 'd7d5', 'a3f8', 'g8f8', 'c4d5', 'd8d5', 'd3d2', 'c6a5', 'a1c1', 'a5b3']",https://lichess.org/BcoQdj3B,1397.0,1478.0,A85,Dutch Defense: Queen's Knight Variation,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/bnSRav6u', 'Date': '2024.03.08', 'Round': '?', 'White': 'Apendra', 'Black': 'mikuni500', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.08', 'UTCTime': '12:56:47', 'WhiteElo': '1471', 'BlackElo': '1520', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Normal'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'c8g4', 'h2h3', 'g4h5', 'd2d4', 'e7e6', 'f1e2', 'f8b4', 'a2a3', 'b4a5', 'b2b4', 'a5b6', 'c1e3', 'g8f6', 'e1g1', 'b8d7', 'f3e5', 'd7e5', 'e2h5', 'e5c4', 'h5e2', 'c4d6', 'e2d3', 'd8d7']",https://lichess.org/bnSRav6u,1471.0,1520.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/sBmwb9C3', 'Date': '2024.03.08', 'Round': '?', 'White': 'Apendra', 'Black': 'soggy-chipmunk', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.08', 'UTCTime': '12:55:53', 'WhiteElo': '1466', 'BlackElo': '1345', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-4', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B01', 'Opening': 'Scandinavian Defense: Valencian Variation', 'Termination': 'Normal'}}","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d8', 'g1f3', 'b8c6', 'd2d4', 'g8f6', 'c1g5', 'e7e6', 'f1b5', 'f8e7', 'e1g1', 'c8d7', 'f1e1', 'a7a6', 'b5a4', 'b7b5', 'a4b3', 'f6e4', 'g5e7', 'd8e7', 'c3e4', 'a6a5', 'c2c3', 'a5a4', 'b3c2', 'c6d8']",https://lichess.org/sBmwb9C3,1466.0,1345.0,B01,Scandinavian Defense: Valencian Variation,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/KuRI2yIi', 'Date': '2024.03.08', 'Round': '?', 'White': 'shardulsilswal', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.08', 'UTCTime': '09:40:29', 'WhiteElo': '1473', 'BlackElo': '1473', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C20', 'Opening': ""King's Pawn Game: Leonardis Variation"", 'Termination': 'Time forfeit'}}","['d2d3', 'e7e5', 'e2e4', 'b8c6', 'g1f3', 'f8c5', 'f1e2', 'g8f6', 'e1g1', 'd7d6', 'b1c3', 'c8g4', 'c1d2', 'e8g8', 'h2h3', 'g4h5', 'a2a3', 'c5b6', 'b2b4', 'a7a6', 'c3d5', 'f6d5', 'e4d5', 'c6e7', 'c2c4', 'c7c6', 'd5c6', 'e7c6', 'b4b5', 'a6b5']",https://lichess.org/KuRI2yIi,1473.0,1473.0,C20,King's Pawn Game: Leonardis Variation,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/eT7BiAGe', 'Date': '2024.03.08', 'Round': '?', 'White': 'UlubilgeTonyukuk', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.08', 'UTCTime': '08:09:03', 'WhiteElo': '1449', 'BlackElo': '1467', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C37', 'Opening': ""King's Gambit Accepted: Rosentreter Gambit"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'd2d4', 'g7g5', 'g1f3', 'f8e7', 'b1c3', 'b7b6', 'c3d5', 'c8b7', 'd5e7', 'd8e7', 'h2h4', 'g5h4', 'h1h4', 'd7d6', 'h4f4', 'b8d7', 'f1d3', 'e8c8', 'd4d5', 'd7e5', 'f3e5', 'e7e5', 'd1e2', 'g8f6', 'c2c3', 'h8g8']",https://lichess.org/eT7BiAGe,1449.0,1467.0,C37,King's Gambit Accepted: Rosentreter Gambit,Rated Bullet game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/RTmLcPYA', 'Date': '2024.03.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Moocow123', 'Result': '0-1'}, '_others': {'UTCDate': '2024.03.07', 'UTCTime': '16:09:27', 'WhiteElo': '1472', 'BlackElo': '1547', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+4', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C25', 'Opening': 'Vienna Game', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'b1c3', 'f7f6', 'g1f3', 'f8b4', 'd2d4', 'e5d4', 'd1d4', 'b8c6', 'd4d5', 'g8e7', 'd5h5', 'g7g6', 'h5h4', 'd7d6', 'h4f6', 'h8f8', 'f6h4', 'c6e5', 'f3e5', 'd6e5', 'c1g5', 'c8e6', 'f1d3', 'd8d7', 'e1c1', 'e8c8', 'c3b5', 'a7a6']",https://lichess.org/RTmLcPYA,1472.0,1547.0,C25,Vienna Game,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/UZfTONoz', 'Date': '2024.03.07', 'Round': '?', 'White': 'Apendra', 'Black': 'coltknight', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.07', 'UTCTime': '15:32:59', 'WhiteElo': '1465', 'BlackElo': '1460', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C25', 'Opening': 'Vienna Game', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'b1c3', 'f7f5', 'e4f5', 'g8f6', 'f1c4', 'd7d5', 'c4b3', 'c7c5', 'd2d3', 'd5d4', 'c3e2', 'c8f5', 'c1g5', 'f8e7', 'g1f3', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'f6h5', 'f3e5', 'h5g3', 'e2g3', 'd8c7', 'e5f3', 'b8c6', 'e1g1', 'e8c8']",https://lichess.org/UZfTONoz,1465.0,1460.0,C25,Vienna Game,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/lCJ2omTj', 'Date': '2024.03.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Grumium', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.07', 'UTCTime': '15:30:44', 'WhiteElo': '1458', 'BlackElo': '1474', 'WhiteRatingDiff': '+7', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C29', 'Opening': 'Vienna Game: Vienna Gambit', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f2f4', 'e5f4', 'e4e5', 'f6g8', 'g1f3', 'd7d6', 'e5d6', 'f8d6', 'd2d4', 'c8f5', 'f1d3', 'f5d3', 'd1d3', 'b8c6', 'd3e4', 'd8e7', 'e4e7', 'g8e7', 'e1g1', 'e8c8', 'f1e1', 'h8e8', 'd4d5', 'c6b4', 'e1e2', 'e7f5']",https://lichess.org/lCJ2omTj,1458.0,1474.0,C29,Vienna Game: Vienna Gambit,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/yQhxpKiF', 'Date': '2024.03.07', 'Round': '?', 'White': 'vimcee', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.07', 'UTCTime': '14:58:56', 'WhiteElo': '1454', 'BlackElo': '1465', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C20', 'Opening': ""King's Pawn Game: Leonardis Variation"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'd2d3', 'b8c6', 'b1c3', 'f8c5', 'a2a3', 'g8f6', 'h2h3', 'd7d6', 'g1f3', 'c8e6', 'f1e2', 'e8g8', 'e1g1', 'h7h6', 'c1d2', 'a7a6', 'd1c1', 'c5a7', 'd2h6', 'g7h6', 'c1h6', 'f6h7', 'f3h4', 'd8f6', 'h6f6', 'h7f6', 'g1h1', 'f6h7']",https://lichess.org/yQhxpKiF,1454.0,1465.0,C20,King's Pawn Game: Leonardis Variation,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Bwqa16Q8', 'Date': '2024.03.07', 'Round': '?', 'White': 'Apendra', 'Black': 'Ziauru', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.07', 'UTCTime': '14:41:51', 'WhiteElo': '1460', 'BlackElo': '1340', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-4', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B10', 'Opening': 'Caro-Kann Defense', 'Termination': 'Normal'}}","['e2e4', 'c7c6', 'b1c3', 'd7d5', 'e4d5', 'c6d5', 'd2d4', 'c8f5', 'g1f3', 'e7e6', 'c1f4', 'h7h6', 'f1b5', 'b8c6', 'e1g1', 'a7a6', 'b5d3', 'd8b6', 'd3f5', 'e6f5', 'a1b1', 'g8f6', 'f3e5', 'c6d4', 'f1e1', 'f8e7', 'c3a4', 'b6c7', 'd1d4', 'e8g8']",https://lichess.org/Bwqa16Q8,1460.0,1340.0,B10,Caro-Kann Defense,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/4u0ZZXT8', 'Date': '2024.03.07', 'Round': '?', 'White': 'Pinceau45', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2024.03.07', 'UTCTime': '14:23:43', 'WhiteElo': '1465', 'BlackElo': '1467', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C37', 'Opening': ""King's Gambit Accepted: Blachly Gambit"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'b8c6', 'd2d4', 'f8h6', 'f3e5', 'c6e5', 'd4e5', 'd7d6', 'd1h5', 'd8e7', 'e5e6', 'c8e6', 'c4e6', 'e7e6', 'e1g1', 'e8c8', 'b1c3', 'g8e7', 'g2g3', 'e6g6', 'h5g6', 'f7g6', 'g3f4', 'g5f4']",https://lichess.org/4u0ZZXT8,1465.0,1467.0,C37,King's Gambit Accepted: Blachly Gambit,Rated Bullet game,Black,0.0
